filename,size,date
Miniconda3-py38_23.3.1-0-Linux-x86_64.sh,65.8M,2023-04-24 09:16:49
Miniconda3-py38_23.3.1-0-Linux-s390x.sh,62.0M,2023-04-24 09:16:49
Miniconda3-py38_23.3.1-0-Linux-ppc64le.sh,49.3M,2023-04-24 09:16:49
Miniconda3-py38_23.3.1-0-Linux-aarch64.sh,48.8M,2023-04-24 09:16:49
Miniconda3-py310_23.3.1-0-Windows-x86_64.exe,53.9M,2023-04-24 09:16:49
Miniconda3-py310_23.3.1-0-MacOSX-x86_64.sh,44.1M,2023-04-24 09:16:49
Miniconda3-py310_23.3.1-0-MacOSX-x86_64.pkg,43.8M,2023-04-24 09:16:49
Miniconda3-py310_23.3.1-0-MacOSX-arm64.sh,42.6M,2023-04-24 09:16:49
Miniconda3-py310_23.3.1-0-MacOSX-arm64.pkg,42.3M,2023-04-24 09:16:49
Miniconda3-py310_23.3.1-0-Linux-x86_64.sh,69.7M,2023-04-24 09:16:49
Miniconda3-py310_23.3.1-0-Linux-s390x.sh,66.0M,2023-04-24 09:16:49
Miniconda3-py310_23.3.1-0-Linux-ppc64le.sh,50.8M,2023-04-24 09:16:49
Miniconda3-py310_23.3.1-0-Linux-aarch64.sh,50.3M,2023-04-24 09:16:49
Miniconda3-py39_23.1.0-1-Windows-x86_64.exe,52.9M,2023-02-07 21:27:23
Miniconda3-py39_23.1.0-1-MacOSX-x86_64.sh,43.3M,2023-02-07 21:27:23
Miniconda3-py39_23.1.0-1-MacOSX-x86_64.pkg,43.1M,2023-02-07 21:27:23
Miniconda3-py39_23.1.0-1-MacOSX-arm64.sh,43.0M,2023-02-07 21:27:23
Miniconda3-py39_23.1.0-1-MacOSX-arm64.pkg,42.7M,2023-02-07 21:27:23
Miniconda3-py39_23.1.0-1-Linux-x86_64.sh,66.7M,2023-02-07 21:27:23
Miniconda3-py39_23.1.0-1-Linux-s390x.sh,62.8M,2023-02-07 21:27:23
Miniconda3-py39_23.1.0-1-Linux-ppc64le.sh,60.6M,2023-02-07 21:27:23
Miniconda3-py39_23.1.0-1-Linux-aarch64.sh,60.5M,2023-02-07 21:27:23
Miniconda3-py38_23.1.0-1-Windows-x86_64.exe,52.4M,2023-02-07 21:27:23
Miniconda3-py38_23.1.0-1-MacOSX-x86_64.sh,43.3M,2023-02-07 21:27:23
Miniconda3-py38_23.1.0-1-MacOSX-x86_64.pkg,43.1M,2023-02-07 21:27:23
Miniconda3-py38_23.1.0-1-MacOSX-arm64.sh,42.9M,2023-02-07 21:27:23
Miniconda3-py38_23.1.0-1-MacOSX-arm64.pkg,42.6M,2023-02-07 21:27:23
Miniconda3-py38_23.1.0-1-Linux-x86_64.sh,65.4M,2023-02-07 21:27:23
Miniconda3-py38_23.1.0-1-Linux-s390x.sh,61.5M,2023-02-07 21:27:23
Miniconda3-py38_23.1.0-1-Linux-ppc64le.sh,48.5M,2023-02-07 21:27:23
Miniconda3-py38_23.1.0-1-Linux-aarch64.sh,48.2M,2023-02-07 21:27:23
Miniconda3-py37_23.1.0-1-Windows-x86_64.exe,50.6M,2023-02-07 21:27:23
Miniconda3-py37_23.1.0-1-MacOSX-x86_64.sh,53.3M,2023-02-07 21:27:23
Miniconda3-py37_23.1.0-1-MacOSX-x86_64.pkg,53.0M,2023-02-07 21:27:23
Miniconda3-py37_23.1.0-1-Linux-x86_64.sh,86.5M,2023-02-07 21:27:23
Miniconda3-py37_23.1.0-1-Linux-s390x.sh,82.8M,2023-02-07 21:27:22
Miniconda3-py37_23.1.0-1-Linux-ppc64le.sh,81.2M,2023-02-07 21:27:22
Miniconda3-py37_23.1.0-1-Linux-aarch64.sh,80.7M,2023-02-07 21:27:22
Miniconda3-py310_23.1.0-1-Windows-x86_64.exe,53.2M,2023-02-07 21:27:22
Miniconda3-py310_23.1.0-1-MacOSX-x86_64.sh,43.0M,2023-02-07 21:27:22
Miniconda3-py310_23.1.0-1-MacOSX-x86_64.pkg,42.8M,2023-02-07 21:27:22
Miniconda3-py310_23.1.0-1-MacOSX-arm64.sh,41.7M,2023-02-07 21:27:22
Miniconda3-py310_23.1.0-1-MacOSX-arm64.pkg,41.4M,2023-02-07 21:27:22
Miniconda3-py310_23.1.0-1-Linux-x86_64.sh,71.0M,2023-02-07 21:27:22
Miniconda3-py310_23.1.0-1-Linux-s390x.sh,67.6M,2023-02-07 21:27:22
Miniconda3-py310_23.1.0-1-Linux-ppc64le.sh,52.4M,2023-02-07 21:27:22
Miniconda3-py310_23.1.0-1-Linux-aarch64.sh,51.6M,2023-02-07 21:27:22
Miniconda3-py39_22.11.1-1-Windows-x86_64.exe,53.0M,2022-12-22 16:35:33
Miniconda3-py39_22.11.1-1-MacOSX-x86_64.sh,44.7M,2022-12-22 16:35:27
Miniconda3-py39_22.11.1-1-MacOSX-x86_64.pkg,44.5M,2022-12-22 16:35:22
Miniconda3-py39_22.11.1-1-MacOSX-arm64.sh,43.6M,2022-12-22 16:35:17
Miniconda3-py39_22.11.1-1-MacOSX-arm64.pkg,43.3M,2022-12-22 16:35:13
Miniconda3-py39_22.11.1-1-Linux-x86_64.sh,66.7M,2022-12-22 16:35:08
Miniconda3-py39_22.11.1-1-Linux-s390x.sh,58.8M,2022-12-22 16:35:01
Miniconda3-py39_22.11.1-1-Linux-ppc64le.sh,60.4M,2022-12-22 16:34:54
Miniconda3-py39_22.11.1-1-Linux-aarch64.sh,60.3M,2022-12-22 16:34:47
Miniconda3-py38_22.11.1-1-Windows-x86_64.exe,52.5M,2022-12-22 16:34:41
Miniconda3-py38_22.11.1-1-MacOSX-x86_64.sh,44.6M,2022-12-22 16:34:35
Miniconda3-py38_22.11.1-1-MacOSX-x86_64.pkg,44.4M,2022-12-22 16:34:30
Miniconda3-py38_22.11.1-1-MacOSX-arm64.sh,43.2M,2022-12-22 16:34:26
Miniconda3-py38_22.11.1-1-MacOSX-arm64.pkg,42.9M,2022-12-22 16:34:21
Miniconda3-py38_22.11.1-1-Linux-x86_64.sh,61.6M,2022-12-22 16:34:17
Miniconda3-py38_22.11.1-1-Linux-s390x.sh,57.9M,2022-12-22 16:34:10
Miniconda3-py38_22.11.1-1-Linux-ppc64le.sh,48.5M,2022-12-22 16:34:02
Miniconda3-py38_22.11.1-1-Linux-aarch64.sh,48.1M,2022-12-22 16:33:57
Miniconda3-py37_22.11.1-1-Windows-x86_64.exe,50.7M,2022-12-22 16:33:52
Miniconda3-py37_22.11.1-1-MacOSX-x86_64.sh,54.8M,2022-12-22 16:33:46
Miniconda3-py37_22.11.1-1-MacOSX-x86_64.pkg,54.5M,2022-12-22 16:33:39
Miniconda3-py37_22.11.1-1-Linux-x86_64.sh,82.3M,2022-12-22 16:33:34
Miniconda3-py37_22.11.1-1-Linux-s390x.sh,78.7M,2022-12-22 16:33:26
Miniconda3-py37_22.11.1-1-Linux-ppc64le.sh,81.1M,2022-12-22 16:33:18
Miniconda3-py37_22.11.1-1-Linux-aarch64.sh,80.5M,2022-12-22 16:33:10
Miniconda3-py310_22.11.1-1-Windows-x86_64.exe,52.9M,2022-12-22 16:33:02
Miniconda3-py310_22.11.1-1-MacOSX-x86_64.sh,44.4M,2022-12-22 16:32:56
Miniconda3-py310_22.11.1-1-MacOSX-x86_64.pkg,44.2M,2022-12-22 16:32:51
Miniconda3-py310_22.11.1-1-MacOSX-arm64.sh,43.3M,2022-12-22 16:32:45
Miniconda3-py310_22.11.1-1-MacOSX-arm64.pkg,43.0M,2022-12-22 16:32:40
Miniconda3-py310_22.11.1-1-Linux-x86_64.sh,69.0M,2022-12-22 16:32:36
Miniconda3-py310_22.11.1-1-Linux-s390x.sh,61.2M,2022-12-22 16:32:28
Miniconda3-py310_22.11.1-1-Linux-ppc64le.sh,50.0M,2022-12-22 16:32:20
Miniconda3-py310_22.11.1-1-Linux-aarch64.sh,49.6M,2022-12-22 16:32:14
Miniconda3-py38_4.12.0-MacOSX-arm64.pkg,63.8M,2022-06-01 14:45:20
Miniconda3-py39_4.12.0-MacOSX-arm64.sh,52.2M,2022-06-01 14:45:20
Miniconda3-py38_4.12.0-MacOSX-arm64.sh,52.5M,2022-06-01 14:45:20
Miniconda3-py39_4.12.0-MacOSX-arm64.pkg,63.5M,2022-06-01 14:45:20
Miniconda3-py38_4.12.0-Linux-x86_64.sh,72.6M,2022-05-16 14:57:26
Miniconda3-py37_4.12.0-Linux-aarch64.sh,101.7M,2022-05-16 14:57:26
Miniconda3-py38_4.12.0-MacOSX-x86_64.pkg,63.1M,2022-05-16 14:57:26
Miniconda3-py38_4.12.0-Linux-s390x.sh,68.7M,2022-05-16 14:57:26
Miniconda3-py38_4.12.0-MacOSX-x86_64.sh,56.4M,2022-05-16 14:57:26
Miniconda3-py37_4.12.0-Linux-ppc64le.sh,101.4M,2022-05-16 14:57:25
Miniconda3-py39_4.12.0-Windows-x86.exe,67.8M,2022-05-16 14:57:25
Miniconda3-py39_4.12.0-MacOSX-x86_64.sh,56.0M,2022-05-16 14:57:25
Miniconda3-py39_4.12.0-Linux-s390x.sh,69.2M,2022-05-16 14:57:25
Miniconda3-py39_4.12.0-Windows-x86_64.exe,71.2M,2022-05-16 14:57:25
Miniconda3-py38_4.12.0-Linux-ppc64le.sh,65.9M,2022-05-16 14:57:25
Miniconda3-py38_4.12.0-Windows-x86_64.exe,70.6M,2022-05-16 14:57:25
Miniconda3-py39_4.12.0-Linux-aarch64.sh,75.3M,2022-05-16 14:57:25
Miniconda3-py37_4.12.0-Linux-x86_64.sh,100.1M,2022-05-16 14:57:25
Miniconda3-py39_4.12.0-Linux-x86_64.sh,73.1M,2022-05-16 14:57:25
Miniconda3-py37_4.12.0-Windows-x86.exe,65.5M,2022-05-16 14:57:25
Miniconda3-py37_4.12.0-MacOSX-x86_64.pkg,72.7M,2022-05-16 14:57:25
Miniconda3-py37_4.12.0-MacOSX-x86_64.sh,66.0M,2022-05-16 14:57:24
Miniconda3-py39_4.12.0-MacOSX-x86_64.pkg,62.7M,2022-05-16 14:57:24
Miniconda3-py37_4.12.0-Linux-s390x.sh,95.9M,2022-05-16 14:57:24
Miniconda3-py39_4.12.0-Linux-ppc64le.sh,74.3M,2022-05-16 14:57:24
Miniconda3-py38_4.12.0-Linux-aarch64.sh,64.4M,2022-05-16 14:57:24
Miniconda3-py38_4.12.0-Windows-x86.exe,66.8M,2022-05-16 14:57:24
Miniconda3-py37_4.12.0-Windows-x86_64.exe,69.0M,2022-05-16 14:57:24
Miniconda3-py39_4.11.0-MacOSX-arm64.sh,55.2M,2022-04-20 12:34:16
Miniconda3-py39_4.11.0-MacOSX-arm64.pkg,63.2M,2022-04-20 12:34:16
Miniconda3-py38_4.11.0-MacOSX-arm64.sh,55.6M,2022-04-20 12:34:16
Miniconda3-py38_4.11.0-MacOSX-arm64.pkg,63.5M,2022-04-20 12:34:16
Miniconda3-py39_4.11.0-Linux-s390x.sh,68.2M,2022-04-20 12:34:08
Miniconda3-py37_4.11.0-Linux-s390x.sh,95.2M,2022-04-20 12:34:08
Miniconda3-py38_4.11.0-Linux-s390x.sh,67.8M,2022-04-20 12:34:08
Miniconda3-py39_4.11.0-Linux-x86_64.sh,72.2M,2022-02-15 12:57:08
Miniconda3-py39_4.11.0-Linux-aarch64.sh,74.4M,2022-02-15 12:57:08
Miniconda3-py38_4.11.0-Linux-aarch64.sh,63.6M,2022-02-15 12:57:08
Miniconda3-py39_4.11.0-MacOSX-x86_64.sh,55.2M,2022-02-15 12:57:08
Miniconda3-py37_4.11.0-MacOSX-x86_64.sh,63.5M,2022-02-15 12:57:08
Miniconda3-py38_4.11.0-Linux-ppc64le.sh,65.2M,2022-02-15 12:57:08
Miniconda3-py37_4.11.0-Linux-x86_64.sh,98.9M,2022-02-15 12:57:08
Miniconda3-py39_4.11.0-Windows-x86_64.exe,70.4M,2022-02-15 12:57:08
Miniconda3-py38_4.11.0-Linux-x86_64.sh,71.7M,2022-02-15 12:57:08
Miniconda3-py38_4.11.0-MacOSX-x86_64.pkg,62.4M,2022-02-15 12:57:07
Miniconda3-py38_4.11.0-MacOSX-x86_64.sh,55.7M,2022-02-15 12:57:07
Miniconda3-py37_4.11.0-Linux-ppc64le.sh,101.0M,2022-02-15 12:57:07
Miniconda3-py37_4.11.0-MacOSX-x86_64.pkg,70.2M,2022-02-15 12:57:07
Miniconda3-py37_4.11.0-Linux-aarch64.sh,100.9M,2022-02-15 12:57:07
Miniconda3-py39_4.11.0-Windows-x86.exe,66.5M,2022-02-15 12:57:07
Miniconda3-py38_4.11.0-Windows-x86.exe,65.6M,2022-02-15 12:57:07
Miniconda3-py39_4.11.0-Linux-ppc64le.sh,73.5M,2022-02-15 12:57:07
Miniconda3-py37_4.11.0-Windows-x86.exe,64.2M,2022-02-15 12:57:07
Miniconda3-py39_4.11.0-MacOSX-x86_64.pkg,61.9M,2022-02-15 12:57:07
Miniconda3-py38_4.11.0-Windows-x86_64.exe,69.8M,2022-02-15 12:57:07
Miniconda3-py37_4.11.0-Windows-x86_64.exe,68.1M,2022-02-15 12:57:07
Miniconda3-py38_4.10.1-MacOSX-arm64.sh,44.9M,2021-11-08 08:57:47
Miniconda3-py39_4.10.3-Linux-x86_64.sh,63.6M,2021-07-21 11:05:08
Miniconda3-py37_4.10.3-MacOSX-x86_64.sh,50.6M,2021-07-21 11:05:08
Miniconda3-py38_4.10.3-MacOSX-x86_64.sh,53.3M,2021-07-21 11:05:08
Miniconda3-py38_4.10.3-Linux-x86_64.sh,98.8M,2021-07-21 11:05:08
Miniconda3-py38_4.10.3-Linux-ppc64le.sh,93.3M,2021-07-21 11:05:08
Miniconda3-py38_4.10.3-Linux-aarch64.sh,94.8M,2021-07-21 11:05:08
Miniconda3-py38_4.10.3-Windows-x86_64.exe,57.3M,2021-07-21 11:05:08
Miniconda3-py37_4.10.3-Windows-x86_64.exe,55.8M,2021-07-21 11:05:08
Miniconda3-py37_4.10.3-Linux-s390x.sh,84.1M,2021-07-21 11:05:08
Miniconda3-py38_4.10.3-MacOSX-x86_64.pkg,60.8M,2021-07-21 11:05:08
Miniconda3-py37_4.10.3-Linux-x86_64.sh,84.9M,2021-07-21 11:05:08
Miniconda3-py37_4.10.3-Linux-ppc64le.sh,88.1M,2021-07-21 11:05:08
Miniconda3-py38_4.10.3-Windows-x86.exe,54.5M,2021-07-21 11:05:08
Miniconda3-py39_4.10.3-Windows-x86.exe,55.3M,2021-07-21 11:05:08
Miniconda3-py38_4.10.3-Linux-s390x.sh,89.0M,2021-07-21 11:05:08
Miniconda3-py39_4.10.3-MacOSX-x86_64.sh,42.3M,2021-07-21 11:05:08
Miniconda3-py39_4.10.3-Linux-s390x.sh,57.1M,2021-07-21 11:05:08
Miniconda3-py37_4.10.3-Windows-x86.exe,52.9M,2021-07-21 11:05:08
Miniconda3-py39_4.10.3-MacOSX-x86_64.pkg,49.9M,2021-07-21 11:05:08
Miniconda3-py39_4.10.3-Windows-x86_64.exe,58.1M,2021-07-21 11:05:08
Miniconda3-py39_4.10.3-Linux-aarch64.sh,62.6M,2021-07-21 11:05:08
Miniconda3-py39_4.10.3-Linux-ppc64le.sh,60.6M,2021-07-21 11:05:07
Miniconda3-py37_4.10.3-MacOSX-x86_64.pkg,58.1M,2021-07-21 11:05:07
Miniconda3-py37_4.10.3-Linux-aarch64.sh,89.2M,2021-07-21 11:05:07
Miniconda3-py39_4.10.1-Linux-s390x.sh,57.1M,2021-06-01 18:38:17
Miniconda3-py38_4.10.1-Linux-s390x.sh,89.0M,2021-06-01 18:38:14
Miniconda3-py37_4.10.1-Linux-s390x.sh,84.1M,2021-06-01 18:38:01
Miniconda3-py39_4.10.1-Linux-aarch64.sh,69.8M,2021-06-01 18:33:49
Miniconda3-py38_4.10.1-Linux-aarch64.sh,111.1M,2021-06-01 18:33:45
Miniconda3-py37_4.10.1-Linux-aarch64.sh,104.5M,2021-06-01 18:33:41
Miniconda3-py39_4.9.2-Linux-s390x.sh,67.0M,2021-05-14 10:11:19
Miniconda3-py38_4.9.2-Linux-s390x.sh,102.5M,2021-05-14 10:11:19
Miniconda3-py37_4.9.2-Linux-s390x.sh,97.4M,2021-05-14 10:11:19
Miniconda3-py39_4.9.2-Linux-aarch64.sh,76.2M,2021-03-16 18:15:18
Miniconda3-py38_4.9.2-Linux-aarch64.sh,111.8M,2021-03-16 18:15:18
Miniconda3-py37_4.9.2-Linux-aarch64.sh,105.3M,2021-03-16 18:15:18
Miniconda3-py39_4.9.2-Windows-x86.exe,54.9M,2020-12-21 11:02:47
Miniconda3-py39_4.9.2-Windows-x86_64.exe,57.7M,2020-12-21 11:02:47
Miniconda3-py39_4.9.2-MacOSX-x86_64.sh,42.2M,2020-12-21 11:02:47
Miniconda3-py39_4.9.2-MacOSX-x86_64.pkg,49.7M,2020-12-21 11:02:47
Miniconda3-py39_4.9.2-Linux-x86_64.sh,58.6M,2020-12-21 11:02:47
Miniconda3-py39_4.9.2-Linux-ppc64le.sh,60.3M,2020-12-21 11:02:47
Miniconda3-py38_4.9.2-Linux-x86_64.sh,89.9M,2020-11-23 13:06:13
Miniconda3-py37_4.9.2-MacOSX-x86_64.sh,53.4M,2020-11-23 13:06:13
Miniconda3-py37_4.9.2-MacOSX-x86_64.pkg,60.9M,2020-11-23 13:06:13
Miniconda3-py38_4.9.2-MacOSX-x86_64.sh,54.5M,2020-11-23 13:06:13
Miniconda3-py38_4.9.2-MacOSX-x86_64.pkg,62.0M,2020-11-23 13:06:13
Miniconda3-py38_4.9.2-Linux-ppc64le.sh,91.9M,2020-11-23 13:06:13
Miniconda3-py37_4.9.2-Linux-x86_64.sh,85.9M,2020-11-23 13:06:13
Miniconda3-py38_4.9.2-Windows-x86_64.exe,57.0M,2020-11-23 13:06:12
Miniconda3-py37_4.9.2-Windows-x86_64.exe,55.8M,2020-11-23 13:06:12
Miniconda3-py37_4.9.2-Linux-ppc64le.sh,88.1M,2020-11-23 13:06:12
Miniconda3-py38_4.9.2-Windows-x86.exe,54.2M,2020-11-23 13:06:12
Miniconda3-py37_4.9.2-Windows-x86.exe,52.9M,2020-11-23 13:06:12
Miniconda3-py38_4.8.3-Linux-x86_64.sh,88.7M,2020-06-16 14:57:56
Miniconda3-py37_4.8.3-Linux-x86_64.sh,84.8M,2020-06-16 14:57:55
Miniconda3-py38_4.8.3-Windows-x86.exe,49.6M,2020-06-16 14:57:54
Miniconda3-py38_4.8.3-Windows-x86_64.exe,55.7M,2020-06-16 14:57:53
Miniconda3-py38_4.8.3-MacOSX-x86_64.sh,53.2M,2020-06-16 14:57:53
Miniconda3-py37_4.8.3-MacOSX-x86_64.sh,52.3M,2020-06-16 14:57:52
Miniconda3-py38_4.8.3-Linux-ppc64le.sh,92.1M,2020-06-16 14:57:50
Miniconda3-py37_4.8.3-Windows-x86_64.exe,54.6M,2020-06-16 14:57:48
Miniconda3-py37_4.8.3-Windows-x86.exe,48.3M,2020-06-16 14:57:48
Miniconda3-py37_4.8.3-Linux-ppc64le.sh,88.1M,2020-06-16 14:57:45
Miniconda3-py38_4.8.3-MacOSX-x86_64.pkg,61.3M,2020-06-16 14:56:45
Miniconda3-py37_4.8.3-MacOSX-x86_64.pkg,60.4M,2020-06-16 14:56:44
Miniconda3-py38_4.8.2-MacOSX-x86_64.pkg,62.3M,2020-03-11 10:40:18
Miniconda3-py38_4.8.2-Windows-x86_64.exe,52.7M,2020-03-11 10:40:08
Miniconda3-py38_4.8.2-MacOSX-x86_64.sh,51.3M,2020-03-11 10:39:58
Miniconda3-py38_4.8.2-Linux-x86_64.sh,85.7M,2020-03-11 10:39:44
Miniconda3-py38_4.8.2-Linux-ppc64le.sh,50.5M,2020-03-11 10:39:28
Miniconda3-py37_4.8.2-MacOSX-x86_64.pkg,61.3M,2020-03-11 10:39:17
Miniconda3-py37_4.8.2-Windows-x86.exe,52.2M,2020-03-11 10:38:51
Miniconda3-py37_4.8.2-Windows-x86_64.exe,51.6M,2020-03-11 10:38:26
Miniconda3-py37_4.8.2-MacOSX-x86_64.sh,50.3M,2020-03-11 10:37:45
Miniconda3-py37_4.8.2-Linux-x86_64.sh,81.1M,2020-03-11 10:37:27
Miniconda3-py37_4.8.2-Linux-ppc64le.sh,50.1M,2020-03-11 10:37:04
Miniconda3-4.7.12.1-MacOSX-x86_64.sh,49.4M,2019-10-25 14:32:09
Miniconda3-4.7.12.1-Linux-x86_64.sh,68.5M,2019-10-25 14:32:09
Miniconda3-4.7.12.1-Linux-ppc64le.sh,78.0M,2019-10-25 14:32:09
Miniconda3-4.7.12.1-Windows-x86_64.exe,51.5M,2019-10-25 14:32:08
Miniconda3-4.7.12.1-Windows-x86.exe,54.0M,2019-10-25 14:32:08
Miniconda3-4.7.12.1-MacOSX-x86_64.pkg,59.8M,2019-10-25 14:32:08
Miniconda3-4.7.12-MacOSX-x86_64.sh,48.2M,2019-10-16 14:11:27
Miniconda3-4.7.12-Windows-x86_64.exe,50.6M,2019-10-16 14:11:26
Miniconda3-4.7.12-Windows-x86.exe,53.2M,2019-10-16 14:11:26
Miniconda3-4.7.12-MacOSX-x86_64.pkg,59.8M,2019-10-16 14:11:26
Miniconda3-4.7.12-Linux-x86_64.sh,67.2M,2019-10-16 14:11:26
Miniconda3-4.7.12-Linux-ppc64le.sh,76.8M,2019-10-16 14:11:25
Miniconda3-4.7.10-Linux-ppc64le.sh,82.6M,2019-07-29 09:15:39
Miniconda3-4.7.10-Windows-x86_64.exe,72.6M,2019-07-29 09:15:38
Miniconda3-4.7.10-Windows-x86.exe,67.4M,2019-07-29 09:15:38
Miniconda3-4.7.10-MacOSX-x86_64.pkg,68.0M,2019-07-29 09:15:38
Miniconda3-4.7.10-MacOSX-x86_64.sh,52.0M,2019-07-29 09:15:37
Miniconda3-4.7.10-Linux-x86_64.sh,71.8M,2019-07-29 09:15:37
Miniconda3-4.6.14-Windows-x86.exe,55.0M,2019-04-19 10:23:50
Miniconda3-4.6.14-MacOSX-x86_64.pkg,49.9M,2019-04-19 10:23:49
Miniconda3-4.6.14-Windows-x86_64.exe,58.4M,2019-04-19 10:23:48
Miniconda3-4.6.14-Linux-x86_64.sh,67.1M,2019-04-19 10:23:47
Miniconda3-4.6.14-Linux-ppc64le.sh,67.0M,2019-04-19 10:23:46
Miniconda3-4.6.14-MacOSX-x86_64.sh,44.0M,2019-04-19 10:23:42
Miniconda3-4.5.12-Linux-x86_64.sh,66.6M,2019-01-02 10:05:18
Miniconda3-4.5.12-Windows-x86_64.exe,56.1M,2019-01-02 10:05:15
Miniconda3-4.5.12-Windows-x86.exe,52.5M,2019-01-02 10:05:14
Miniconda3-4.5.12-MacOSX-x86_64.sh,43.3M,2019-01-02 10:05:14
Miniconda3-4.5.12-MacOSX-x86_64.pkg,49.7M,2019-01-02 10:05:14
Miniconda3-4.5.12-Linux-x86.sh,62.7M,2019-01-02 10:05:14
Miniconda3-4.5.11-Windows-x86.exe,49.0M,2018-09-04 11:57:28
Miniconda3-4.5.11-Windows-x86_64.exe,52.8M,2018-09-04 11:57:27
Miniconda3-4.5.11-MacOSX-x86_64.sh,36.3M,2018-09-04 11:57:27
Miniconda3-4.5.11-MacOSX-x86_64.pkg,41.7M,2018-09-04 11:57:27
Miniconda3-4.5.11-Linux-x86.sh,56.5M,2018-09-04 11:57:27
Miniconda3-4.5.11-Linux-x86_64.sh,59.7M,2018-09-04 11:57:26
Miniconda3-4.5.11-Linux-ppc64le.sh,60.1M,2018-09-04 11:57:26
Miniconda3-4.5.4-Windows-x86.exe,51.1M,2018-06-07 00:10:06
Miniconda3-4.5.4-Windows-x86_64.exe,54.8M,2018-06-06 23:52:12
Miniconda3-4.5.4-MacOSX-x86_64.pkg,40.2M,2018-06-06 23:12:28
Miniconda3-4.5.4-MacOSX-x86_64.sh,34.9M,2018-06-06 23:12:26
Miniconda3-4.5.4-Linux-ppc64le.sh,54.9M,2018-06-06 23:07:24
Miniconda3-4.5.4-Linux-x86.sh,53.7M,2018-06-06 22:27:35
Miniconda3-4.5.4-Linux-x86_64.sh,55.8M,2018-06-06 22:24:39
Miniconda3-4.5.1-Windows-x86_64.exe,52.4M,2018-05-02 13:05:55
Miniconda3-4.5.1-Linux-x86.sh,54.1M,2018-05-02 13:05:43
Miniconda3-4.5.1-Linux-x86_64.sh,56.1M,2018-05-02 13:05:42
Miniconda3-4.5.1-MacOSX-x86_64.sh,35.3M,2018-05-02 13:05:15
Miniconda3-4.5.1-MacOSX-x86_64.pkg,40.8M,2018-05-02 13:05:14
Miniconda3-4.5.1-Windows-x86.exe,48.8M,2018-05-02 13:04:49
Miniconda3-4.5.1-Linux-ppc64le.sh,54.8M,2018-05-02 13:04:48
Miniconda3-4.4.10-Windows-x86_64.exe,53.8M,2018-02-20 13:04:25
Miniconda3-4.4.10-Windows-x86.exe,50.4M,2018-02-20 13:04:25
Miniconda3-4.4.10-MacOSX-x86_64.sh,34.9M,2018-02-20 13:04:25
Miniconda3-4.4.10-MacOSX-x86_64.pkg,40.2M,2018-02-20 13:04:25
Miniconda3-4.4.10-Linux-x86.sh,53.0M,2018-02-20 13:04:25
Miniconda3-4.4.10-Linux-x86_64.sh,55.6M,2018-02-20 13:04:24
Miniconda3-4.4.10-Linux-ppc64le.sh,54.6M,2018-02-20 13:04:24
Miniconda3-4.3.31-Windows-x86_64.exe,55.8M,2017-12-19 07:17:32
Miniconda3-4.3.31-Windows-x86.exe,51.9M,2017-12-19 07:17:32
Miniconda3-4.3.31-MacOSX-x86_64.sh,34.3M,2017-12-19 07:17:32
Miniconda3-4.3.31-MacOSX-x86_64.pkg,39.6M,2017-12-19 07:17:32
Miniconda3-4.3.31-Linux-x86_64.sh,55.0M,2017-12-19 07:17:32
Miniconda3-4.3.31-Linux-x86.sh,52.5M,2017-12-19 07:17:32
Miniconda3-4.3.30.2-Windows-x86.exe,51.5M,2017-11-20 19:13:57
Miniconda3-4.3.30.2-Windows-x86_64.exe,55.5M,2017-11-20 19:13:22
Miniconda3-4.3.30.1-MacOSX-x86_64.pkg,36.7M,2017-10-26 12:42:51
Miniconda3-4.3.30.1-MacOSX-x86_64.sh,31.6M,2017-10-26 12:42:50
Miniconda3-4.3.30-Windows-x86_64.exe,52.1M,2017-10-19 19:21:17
Miniconda3-4.3.30-Windows-x86.exe,45.8M,2017-10-19 19:20:46
Miniconda3-4.3.30-Linux-x86.sh,49.2M,2017-10-19 17:59:07
Miniconda3-4.3.30-Linux-x86_64.sh,51.7M,2017-10-19 17:52:40
Miniconda3-4.3.30-MacOSX-x86_64.sh,31.5M,2017-10-19 17:47:34
Miniconda3-4.3.30-MacOSX-x86_64.pkg,36.7M,2017-10-19 17:47:34
Miniconda3-4.3.27.1-Linux-x86_64.sh,51.6M,2017-10-02 08:52:08
Miniconda3-4.3.27.1-Linux-x86.sh,49.2M,2017-10-01 04:00:02
Miniconda3-4.3.27-Linux-ppc64le.sh,34.4M,2017-09-27 12:00:12
Miniconda3-4.3.27-Windows-x86_64.exe,49.1M,2017-09-26 16:55:40
Miniconda3-4.3.27-Windows-x86.exe,45.5M,2017-09-26 16:55:34
Miniconda3-4.3.27-MacOSX-x86_64.sh,31.5M,2017-09-26 16:26:32
Miniconda3-4.3.27-MacOSX-x86_64.pkg,36.5M,2017-09-26 16:26:32
Miniconda3-4.3.27-Linux-x86_64.sh,51.0M,2017-09-26 16:26:32
Miniconda3-4.3.27-Linux-x86.sh,48.7M,2017-09-26 16:26:32
Miniconda3-4.3.21-Windows-x86_64.exe,57.8M,2017-06-02 11:25:10
Miniconda3-4.3.21-Windows-x86.exe,53.9M,2017-06-02 11:25:00
Miniconda3-4.3.21-MacOSX-x86_64.sh,24.3M,2017-06-02 11:15:22
Miniconda3-4.3.21-Linux-x86.sh,28.9M,2017-06-02 11:13:39
