filename,size,date
Miniconda3-4.3.21-Linux-x86_64.sh,33.4M,2017-06-02 11:12:07
Miniconda3-4.3.14-Windows-x86_64.exe,57.8M,2017-05-12 14:18:25
Miniconda3-4.3.14-Windows-x86.exe,53.8M,2017-05-12 14:18:16
Miniconda3-4.3.14-MacOSX-x86_64.sh,24.0M,2017-05-12 14:11:46
Miniconda3-4.3.14-Linux-x86.sh,28.6M,2017-05-12 14:11:36
Miniconda3-4.3.14-Linux-x86_64.sh,33.1M,2017-05-12 14:11:25
Miniconda3-4.3.14-Linux-ppc64le.sh,33.2M,2017-03-17 15:39:57
Miniconda3-4.3.11-Windows-x86_64.exe,57.8M,2017-02-14 11:24:07
Miniconda3-4.3.11-Windows-x86.exe,53.8M,2017-02-14 11:23:59
Miniconda3-4.3.11-MacOSX-x86_64.sh,24.0M,2017-02-14 11:20:38
Miniconda3-4.3.11-Linux-x86.sh,28.5M,2017-02-14 11:18:58
Miniconda3-4.3.11-Linux-x86_64.sh,33.1M,2017-02-14 11:18:45
Miniconda3-4.2.12-Linux-ppc64le.sh,31.1M,2016-11-04 15:03:09
Miniconda3-4.2.12-Windows-x86_64.exe,48.7M,2016-11-03 14:06:09
Miniconda3-4.2.12-Windows-x86.exe,46.3M,2016-11-03 14:06:03
Miniconda3-4.2.12-MacOSX-x86_64.sh,23.8M,2016-11-03 14:05:03
Miniconda3-4.2.12-Linux-x86.sh,27.7M,2016-11-03 14:04:59
Miniconda3-4.2.12-Linux-x86_64.sh,32.3M,2016-11-03 14:04:49
Miniconda3-4.2.11-Windows-x86_64.exe,48.7M,2016-10-25 19:11:26
Miniconda3-4.2.11-Windows-x86.exe,46.3M,2016-10-25 19:11:19
Miniconda3-4.2.11-MacOSX-x86_64.sh,23.8M,2016-10-24 12:55:07
Miniconda3-4.2.11-Linux-x86.sh,27.7M,2016-10-24 12:54:50
Miniconda3-4.2.11-Linux-x86_64.sh,32.3M,2016-10-24 12:54:38
Miniconda3-4.1.11-Windows-x86_64.exe,38.4M,2016-07-28 21:33:00
Miniconda3-4.1.11-Windows-x86.exe,36.8M,2016-07-28 21:33:00
Miniconda3-4.1.11-MacOSX-x86_64.sh,23.7M,2016-07-28 21:33:00
Miniconda3-4.1.11-Linux-x86_64.sh,32.4M,2016-07-28 21:33:00
Miniconda3-4.1.11-Linux-x86.sh,27.8M,2016-07-28 21:33:00
Miniconda3-4.0.5-Windows-x86_64.exe,39.0M,2016-03-29 19:32:26
Miniconda3-4.0.5-Windows-x86.exe,36.0M,2016-03-29 19:32:26
Miniconda3-4.0.5-MacOSX-x86_64.sh,23.4M,2016-03-29 19:32:26
Miniconda3-4.0.5-Linux-x86_64.sh,31.4M,2016-03-29 19:32:26
Miniconda3-4.0.5-Linux-x86.sh,30.0M,2016-03-29 19:32:26
Miniconda3-3.19.0-Windows-x86_64.exe,34.6M,2015-12-17 14:20:29
Miniconda3-3.19.0-Windows-x86.exe,32.4M,2015-12-17 14:20:24
Miniconda3-3.19.0-MacOSX-x86_64.sh,22.6M,2015-12-17 14:18:55
Miniconda3-3.19.0-Linux-x86.sh,28.3M,2015-12-17 14:18:09
Miniconda3-3.19.0-Linux-x86_64.sh,29.6M,2015-12-17 14:16:41
Miniconda3-3.18.9-Windows-x86_64.exe,34.5M,2015-12-10 14:22:37
Miniconda3-3.18.9-Windows-x86.exe,32.0M,2015-12-10 14:22:32
Miniconda3-3.18.8-MacOSX-x86_64.sh,22.5M,2015-12-10 14:19:16
Miniconda3-3.18.9-Linux-x86.sh,28.2M,2015-12-10 14:18:49
Miniconda3-3.18.9-Linux-x86_64.sh,29.6M,2015-12-10 14:18:09
Miniconda3-3.18.3-Windows-x86_64.exe,40.4M,2015-11-03 13:25:08
Miniconda3-3.18.3-Windows-x86.exe,29.4M,2015-11-03 13:24:55
Miniconda3-3.18.3-MacOSX-x86_64.sh,20.7M,2015-11-03 11:30:21
Miniconda3-3.18.3-Linux-x86.sh,26.4M,2015-11-03 11:29:34
Miniconda3-3.18.3-Linux-x86_64.sh,27.7M,2015-11-03 11:28:58
Miniconda3-3.16.0-Windows-x86_64.exe,41.2M,2015-08-24 13:38:13
Miniconda3-3.16.0-Windows-x86.exe,38.5M,2015-08-24 13:38:07
Miniconda3-3.16.0-MacOSX-x86_64.sh,26.3M,2015-08-24 13:36:11
Miniconda3-3.16.0-Linux-x86.sh,32.3M,2015-08-24 13:35:30
Miniconda3-3.16.0-Linux-x86_64.sh,33.3M,2015-08-24 13:34:48
Miniconda3-3.16.0-MacOSX-x86.sh,26.0M,2015-08-24 13:34:40
Miniconda3-3.16.0-Linux-ppc64le.sh,33.6M,2015-08-24 12:42:21
Miniconda3-3.16.0-Linux-armv7l.sh,29.9M,2015-08-24 11:01:17
Miniconda3-3.10.1-Windows-x86_64.exe,40.8M,2015-04-15 17:04:42
Miniconda3-3.10.1-Windows-x86.exe,38.1M,2015-04-15 17:02:53
Miniconda3-3.10.1-MacOSX-x86_64.sh,25.9M,2015-04-15 16:55:50
Miniconda3-3.10.1-Linux-x86.sh,32.0M,2015-04-15 16:54:05
Miniconda3-3.10.1-Linux-x86_64.sh,32.9M,2015-04-15 16:51:59
Miniconda3-3.9.1-Windows-x86_64.exe,40.5M,2015-02-25 11:31:53
Miniconda3-3.9.1-Windows-x86.exe,37.7M,2015-02-25 11:31:43
Miniconda3-3.9.1-MacOSX-x86_64.sh,25.8M,2015-02-25 11:29:22
Miniconda3-3.9.1-Linux-x86.sh,31.2M,2015-02-25 11:28:40
Miniconda3-3.9.1-Linux-x86_64.sh,32.4M,2015-02-25 11:27:32
Miniconda3-3.8.3-Windows-x86_64.exe,40.5M,2015-01-28 11:43:20
Miniconda3-3.8.3-Windows-x86.exe,37.7M,2015-01-28 11:43:09
Miniconda3-3.8.3-MacOSX-x86_64.sh,25.8M,2015-01-28 11:39:09
Miniconda3-3.8.3-Linux-x86.sh,31.2M,2015-01-28 11:38:40
Miniconda3-3.8.3-Linux-x86_64.sh,32.4M,2015-01-28 11:38:13
Miniconda3-3.7.3-Windows-x86_64.exe,40.4M,2014-11-21 16:24:53
Miniconda3-3.7.3-Windows-x86.exe,37.7M,2014-11-21 16:24:38
Miniconda3-3.7.3-MacOSX-x86_64.sh,25.6M,2014-11-21 16:22:03
Miniconda3-3.7.3-Linux-x86.sh,31.0M,2014-11-21 16:21:37
Miniconda3-3.7.3-Linux-x86_64.sh,32.2M,2014-11-21 16:21:25
Miniconda3-3.7.0-Windows-x86_64.exe,40.2M,2014-09-22 14:59:54
Miniconda3-3.7.0-Windows-x86.exe,37.5M,2014-09-22 14:59:37
Miniconda3-3.7.0-MacOSX-x86_64.sh,25.4M,2014-09-22 14:57:40
Miniconda3-3.7.0-Linux-x86.sh,31.0M,2014-09-22 14:57:28
Miniconda3-3.7.0-Linux-x86_64.sh,32.1M,2014-09-22 14:57:18
Miniconda3-3.6.0-Windows-x86_64.exe,40.2M,2014-08-11 14:31:04
Miniconda3-3.6.0-Windows-x86.exe,37.5M,2014-08-11 14:30:53
Miniconda3-3.6.0-MacOSX-x86_64.sh,25.1M,2014-08-11 14:29:44
Miniconda3-3.6.0-Linux-x86.sh,29.5M,2014-08-11 14:28:04
Miniconda3-3.6.0-Linux-x86_64.sh,30.0M,2014-08-11 14:25:22
Miniconda3-3.5.5-Windows-x86_64.exe,40.1M,2014-06-27 15:50:56
Miniconda3-3.5.5-Windows-x86.exe,37.4M,2014-06-27 15:50:41
Miniconda3-3.5.5-MacOSX-x86_64.sh,25.1M,2014-06-11 11:55:36
Miniconda3-3.5.5-Linux-x86.sh,29.5M,2014-06-11 11:54:55
Miniconda3-3.5.5-Linux-x86_64.sh,30.0M,2014-06-11 11:54:24
Miniconda3-3.5.2-Windows-x86_64.exe,40.0M,2014-05-28 16:09:23
Miniconda3-3.5.2-Windows-x86.exe,37.3M,2014-05-28 16:09:11
Miniconda3-3.5.2-MacOSX-x86_64.sh,25.1M,2014-05-28 16:07:15
Miniconda3-3.5.2-Linux-x86.sh,29.5M,2014-05-28 16:06:50
Miniconda3-3.5.2-Linux-x86_64.sh,30.0M,2014-05-28 16:06:33
Miniconda3-3.4.2-Windows-x86_64.exe,35.6M,2014-04-25 14:14:32
Miniconda3-3.4.2-Windows-x86.exe,33.0M,2014-04-25 14:14:22
Miniconda3-3.4.2-MacOSX-x86_64.sh,21.9M,2014-04-25 14:12:11
Miniconda3-3.4.2-Linux-x86.sh,26.0M,2014-04-25 14:11:40
Miniconda3-3.4.2-Linux-x86_64.sh,26.5M,2014-04-25 14:11:23
Miniconda3-3.3.0-Windows-x86_64.exe,35.5M,2014-03-19 11:12:33
Miniconda3-3.3.0-Windows-x86.exe,32.9M,2014-03-19 11:12:22
Miniconda3-3.3.0-MacOSX-x86_64.sh,21.8M,2014-03-19 11:10:05
Miniconda3-3.3.0-Linux-x86.sh,25.9M,2014-03-19 11:09:38
Miniconda3-3.3.0-Linux-x86_64.sh,26.5M,2014-03-19 11:09:14
Miniconda3-3.0.5-Windows-x86_64.exe,34.0M,2014-02-18 10:16:46
Miniconda3-3.0.5-Windows-x86.exe,31.9M,2014-02-18 10:16:34
Miniconda3-3.0.5-Linux-x86.sh,25.7M,2014-02-18 10:14:08
Miniconda3-3.0.5-MacOSX-x86_64.sh,21.7M,2014-02-18 10:13:58
Miniconda3-3.0.5-Linux-x86_64.sh,26.2M,2014-02-18 10:13:04
Miniconda3-3.0.4-Windows-x86_64.exe,34.0M,2014-02-14 11:41:54
Miniconda3-3.0.4-Windows-x86.exe,31.9M,2014-02-14 11:41:44
Miniconda3-3.0.4-MacOSX-x86_64.sh,21.7M,2014-02-14 11:39:18
Miniconda3-3.0.4-Linux-x86.sh,25.7M,2014-02-14 11:38:53
Miniconda3-3.0.4-Linux-x86_64.sh,26.2M,2014-02-14 11:38:36
Miniconda3-3.0.0-Windows-x86_64.exe,33.8M,2014-01-24 14:09:48
Miniconda3-3.0.0-Windows-x86.exe,31.8M,2014-01-24 14:09:37
Miniconda3-3.0.0-MacOSX-x86_64.sh,21.6M,2014-01-24 14:08:02
Miniconda3-3.0.0-Linux-x86.sh,25.6M,2014-01-24 14:07:48
Miniconda3-3.0.0-Linux-x86_64.sh,26.2M,2014-01-24 14:07:41
Miniconda3-2.2.8-Windows-x86_64.exe,33.9M,2014-01-11 12:51:57
Miniconda3-2.2.8-Windows-x86.exe,31.9M,2014-01-11 12:51:46
Miniconda3-2.2.2-MacOSX-x86_64.sh,19.5M,2013-11-27 13:13:46
Miniconda3-2.2.2-Linux-x86.sh,25.6M,2013-11-27 13:12:31
Miniconda3-2.2.2-Linux-x86_64.sh,26.2M,2013-11-27 13:11:47
Miniconda2-latest-MacOSX-x86_64.sh,40.3M,2020-06-16 14:57:58
Miniconda2-latest-Linux-ppc64le.sh,51.9M,2020-06-16 14:57:51
Miniconda2-latest-Windows-x86.exe,47.7M,2020-06-16 14:57:49
Miniconda2-latest-Windows-x86_64.exe,54.1M,2020-06-16 14:57:46
Miniconda2-latest-Linux-x86_64.sh,48.7M,2020-06-16 14:57:45
Miniconda2-latest-MacOSX-x86_64.pkg,48.4M,2020-06-16 14:56:46
Miniconda2-latest-Linux-x86.sh,39.0M,2019-01-02 10:05:16
Miniconda2-py27_4.8.3-MacOSX-x86_64.sh,40.3M,2020-06-16 14:57:58
Miniconda2-py27_4.8.3-Linux-ppc64le.sh,51.9M,2020-06-16 14:57:51
Miniconda2-py27_4.8.3-Windows-x86.exe,47.7M,2020-06-16 14:57:49
Miniconda2-py27_4.8.3-Windows-x86_64.exe,54.1M,2020-06-16 14:57:46
Miniconda2-py27_4.8.3-Linux-x86_64.sh,48.7M,2020-06-16 14:57:45
Miniconda2-py27_4.8.3-MacOSX-x86_64.pkg,48.4M,2020-06-16 14:56:46
Miniconda2-4.7.12.1-Windows-x86.exe,48.7M,2019-10-25 14:32:09
Miniconda2-4.7.12.1-MacOSX-x86_64.pkg,47.8M,2019-10-25 14:32:09
Miniconda2-4.7.12.1-Windows-x86_64.exe,50.9M,2019-10-25 14:32:08
Miniconda2-4.7.12.1-MacOSX-x86_64.sh,39.4M,2019-10-25 14:32:08
Miniconda2-4.7.12.1-Linux-x86_64.sh,46.0M,2019-10-25 14:32:08
Miniconda2-4.7.12.1-Linux-ppc64le.sh,50.9M,2019-10-25 14:32:08
Miniconda2-4.7.12-Windows-x86.exe,48.0M,2019-10-16 14:11:27
Miniconda2-4.7.12-MacOSX-x86_64.sh,38.1M,2019-10-16 14:11:26
Miniconda2-4.7.12-MacOSX-x86_64.pkg,47.8M,2019-10-16 14:11:26
Miniconda2-4.7.12-Linux-x86_64.sh,44.8M,2019-10-16 14:11:26
Miniconda2-4.7.12-Linux-ppc64le.sh,49.5M,2019-10-16 14:11:26
Miniconda2-4.7.12-Windows-x86_64.exe,50.0M,2019-10-16 14:11:25
Miniconda2-4.7.10-Windows-x86.exe,66.3M,2019-07-29 09:15:40
Miniconda2-4.7.10-Windows-x86_64.exe,71.7M,2019-07-29 09:15:39
Miniconda2-4.7.10-MacOSX-x86_64.pkg,56.4M,2019-07-29 09:15:39
Miniconda2-4.7.10-Linux-x86_64.sh,49.7M,2019-07-29 09:15:39
Miniconda2-4.7.10-MacOSX-x86_64.sh,42.3M,2019-07-29 09:15:37
Miniconda2-4.7.10-Linux-ppc64le.sh,58.9M,2019-07-29 09:15:37
Miniconda2-4.6.14-MacOSX-x86_64.pkg,38.0M,2019-04-19 10:23:49
Miniconda2-4.6.14-Windows-x86.exe,57.0M,2019-04-19 10:23:45
Miniconda2-4.6.14-Windows-x86_64.exe,61.3M,2019-04-19 10:23:44
Miniconda2-4.6.14-Linux-x86_64.sh,43.0M,2019-04-19 10:23:43
Miniconda2-4.6.14-MacOSX-x86_64.sh,33.0M,2019-04-19 10:23:42
Miniconda2-4.6.14-Linux-ppc64le.sh,42.9M,2019-04-17 16:59:37
Miniconda2-4.5.12-Windows-x86.exe,55.0M,2019-01-02 10:05:17
Miniconda2-4.5.12-MacOSX-x86_64.pkg,38.4M,2019-01-02 10:05:17
Miniconda2-4.5.12-Windows-x86_64.exe,59.2M,2019-01-02 10:05:16
Miniconda2-4.5.12-Linux-x86.sh,39.0M,2019-01-02 10:05:16
Miniconda2-4.5.12-Linux-ppc64le.sh,42.9M,2019-01-02 10:05:16
Miniconda2-4.5.12-Linux-x86_64.sh,42.8M,2019-01-02 10:05:15
Miniconda2-4.5.12-MacOSX-x86_64.sh,33.1M,2019-01-02 10:05:14
Miniconda2-4.5.11-Windows-x86_64.exe,54.5M,2018-09-04 11:57:26
Miniconda2-4.5.11-Windows-x86.exe,50.5M,2018-09-04 11:57:26
Miniconda2-4.5.11-MacOSX-x86_64.sh,30.4M,2018-09-04 11:57:25
Miniconda2-4.5.11-MacOSX-x86_64.pkg,35.2M,2018-09-04 11:57:25
Miniconda2-4.5.11-Linux-x86_64.sh,39.9M,2018-09-04 11:57:25
Miniconda2-4.5.11-Linux-x86.sh,36.1M,2018-09-04 11:57:25
Miniconda2-4.5.11-Linux-ppc64le.sh,39.7M,2018-09-04 11:57:24
Miniconda2-4.5.4-Windows-x86.exe,51.8M,2018-06-07 00:09:59
Miniconda2-4.5.4-Windows-x86_64.exe,55.9M,2018-06-06 23:52:04
Miniconda2-4.5.4-MacOSX-x86_64.pkg,34.5M,2018-06-06 23:12:27
Miniconda2-4.5.4-MacOSX-x86_64.sh,29.8M,2018-06-06 23:12:26
Miniconda2-4.5.4-Linux-ppc64le.sh,36.9M,2018-06-06 23:07:18
Miniconda2-4.5.4-Linux-x86.sh,35.5M,2018-06-06 22:27:33
Miniconda2-4.5.4-Linux-x86_64.sh,38.1M,2018-06-06 22:24:38
Miniconda2-4.5.1-Windows-x86_64.exe,53.2M,2018-05-02 13:05:55
Miniconda2-4.5.1-Linux-x86.sh,35.8M,2018-05-02 13:05:42
Miniconda2-4.5.1-Linux-x86_64.sh,38.4M,2018-05-02 13:05:41
Miniconda2-4.5.1-MacOSX-x86_64.sh,30.1M,2018-05-02 13:05:14
Miniconda2-4.5.1-MacOSX-x86_64.pkg,34.8M,2018-05-02 13:05:14
Miniconda2-4.5.1-Windows-x86.exe,49.3M,2018-05-02 13:04:48
Miniconda2-4.5.1-Linux-ppc64le.sh,36.6M,2018-05-02 13:04:48
Miniconda2-4.4.10-Windows-x86_64.exe,54.5M,2018-02-20 13:04:24
Miniconda2-4.4.10-Windows-x86.exe,50.7M,2018-02-20 13:04:24
Miniconda2-4.4.10-MacOSX-x86_64.sh,29.7M,2018-02-20 13:04:24
Miniconda2-4.4.10-MacOSX-x86_64.pkg,34.4M,2018-02-20 13:04:23
Miniconda2-4.4.10-Linux-x86_64.sh,38.0M,2018-02-20 13:04:23
Miniconda2-4.4.10-Linux-x86.sh,35.0M,2018-02-20 13:04:23
Miniconda2-4.4.10-Linux-ppc64le.sh,36.9M,2018-02-20 13:04:23
Miniconda2-4.3.31-Windows-x86_64.exe,56.0M,2017-12-19 07:17:32
Miniconda2-4.3.31-Windows-x86.exe,52.4M,2017-12-19 07:17:32
Miniconda2-4.3.31-MacOSX-x86_64.sh,29.2M,2017-12-19 07:17:31
Miniconda2-4.3.31-MacOSX-x86_64.pkg,33.8M,2017-12-19 07:17:31
Miniconda2-4.3.31-Linux-x86_64.sh,37.5M,2017-12-19 07:17:31
Miniconda2-4.3.31-Linux-x86.sh,34.5M,2017-12-19 07:17:31
Miniconda2-4.3.30.2-Windows-x86.exe,52.1M,2017-11-20 19:13:50
Miniconda2-4.3.30.2-Windows-x86_64.exe,55.7M,2017-11-20 19:13:15
Miniconda2-4.3.30.1-MacOSX-x86_64.pkg,31.4M,2017-10-26 12:42:51
Miniconda2-4.3.30.1-MacOSX-x86_64.sh,26.9M,2017-10-26 12:42:50
Miniconda2-4.3.30-Windows-x86_64.exe,52.6M,2017-10-19 19:21:10
Miniconda2-4.3.30-Windows-x86.exe,48.9M,2017-10-19 19:20:41
Miniconda2-4.3.30-Linux-x86.sh,31.4M,2017-10-19 17:59:06
Miniconda2-4.3.30-Linux-x86_64.sh,34.5M,2017-10-19 17:52:40
Miniconda2-4.3.30-MacOSX-x86_64.pkg,31.3M,2017-10-19 17:47:35
Miniconda2-4.3.30-MacOSX-x86_64.sh,26.9M,2017-10-19 17:47:34
Miniconda2-4.3.27.1-Linux-x86_64.sh,34.4M,2017-10-02 08:52:08
Miniconda2-4.3.27.1-Linux-x86.sh,31.4M,2017-10-01 04:00:02
Miniconda2-4.3.27-Linux-ppc64le.sh,28.2M,2017-09-27 12:00:12
Miniconda2-4.3.27-Windows-x86_64.exe,52.1M,2017-09-26 16:55:26
Miniconda2-4.3.27-Windows-x86.exe,48.6M,2017-09-26 16:55:24
Miniconda2-4.3.27-MacOSX-x86_64.sh,26.8M,2017-09-26 16:26:31
Miniconda2-4.3.27-MacOSX-x86_64.pkg,31.2M,2017-09-26 16:26:31
Miniconda2-4.3.27-Linux-x86_64.sh,33.8M,2017-09-26 16:26:31
Miniconda2-4.3.27-Linux-x86.sh,30.9M,2017-09-26 16:26:31
Miniconda2-4.3.21-Windows-x86_64.exe,51.4M,2017-06-02 11:24:51
Miniconda2-4.3.21-Windows-x86.exe,47.7M,2017-06-02 11:24:42
Miniconda2-4.3.21-MacOSX-x86_64.sh,21.4M,2017-06-02 11:15:20
Miniconda2-4.3.21-Linux-x86.sh,23.5M,2017-06-02 11:13:37
Miniconda2-4.3.21-Linux-x86_64.sh,27.8M,2017-06-02 11:12:06
Miniconda2-4.3.14-Windows-x86_64.exe,51.2M,2017-05-12 14:17:54
Miniconda2-4.3.14-Windows-x86.exe,47.5M,2017-05-12 14:17:47
Miniconda2-4.3.14-MacOSX-x86_64.sh,21.1M,2017-05-12 14:11:45
Miniconda2-4.3.14-Linux-x86.sh,23.3M,2017-05-12 14:11:33
Miniconda2-4.3.14-Linux-x86_64.sh,27.5M,2017-05-12 14:11:24
Miniconda2-4.3.14-Linux-ppc64le.sh,27.2M,2017-03-17 15:39:53
Miniconda2-4.3.11-Windows-x86_64.exe,51.2M,2017-02-14 11:23:52
Miniconda2-4.3.11-Windows-x86.exe,47.5M,2017-02-14 11:23:45
Miniconda2-4.3.11-MacOSX-x86_64.sh,21.1M,2017-02-14 11:20:38
Miniconda2-4.3.11-Linux-x86.sh,23.2M,2017-02-14 11:18:56
Miniconda2-4.3.11-Linux-x86_64.sh,27.5M,2017-02-14 11:18:44
Miniconda2-4.2.15-MacOSX-x86_64.sh,21.4M,2017-01-12 13:27:24
Miniconda2-4.2.12-Linux-ppc64le.sh,25.5M,2016-11-04 15:02:58
Miniconda2-4.2.12-Windows-x86_64.exe,45.2M,2016-11-03 14:05:56
Miniconda2-4.2.12-Windows-x86.exe,42.3M,2016-11-03 14:05:50
Miniconda2-4.2.12-MacOSX-x86_64.sh,20.5M,2016-11-03 14:05:03
Miniconda2-4.2.12-Linux-x86.sh,22.5M,2016-11-03 14:04:57
Miniconda2-4.2.12-Linux-x86_64.sh,26.5M,2016-11-03 14:04:46
Miniconda2-4.2.11-Windows-x86_64.exe,45.2M,2016-10-25 19:11:13
Miniconda2-4.2.11-Windows-x86.exe,42.3M,2016-10-25 19:11:06
Miniconda2-4.2.11-MacOSX-x86_64.sh,20.5M,2016-10-24 12:55:07
Miniconda2-4.2.11-Linux-x86.sh,22.4M,2016-10-24 12:54:49
Miniconda2-4.2.11-Linux-x86_64.sh,26.5M,2016-10-24 12:54:38
Miniconda2-4.1.11-Windows-x86_64.exe,30.4M,2016-07-28 21:33:00
Miniconda2-4.1.11-Windows-x86.exe,29.3M,2016-07-28 21:33:00
Miniconda2-4.1.11-MacOSX-x86_64.sh,20.3M,2016-07-28 21:33:00
Miniconda2-4.1.11-Linux-x86_64.sh,26.5M,2016-07-28 21:33:00
Miniconda2-4.1.11-Linux-x86.sh,22.4M,2016-07-28 21:33:00
Miniconda2-4.0.5-Windows-x86_64.exe,30.0M,2016-03-29 19:32:26
Miniconda2-4.0.5-Windows-x86.exe,29.0M,2016-03-29 19:32:26
Miniconda2-4.0.5-MacOSX-x86_64.sh,20.3M,2016-03-29 19:32:26
Miniconda2-4.0.5-Linux-x86_64.sh,25.9M,2016-03-29 19:32:26
Miniconda2-4.0.5-Linux-x86.sh,24.7M,2016-03-29 19:32:26
Miniconda2-3.19.0-Windows-x86_64.exe,24.3M,2015-12-17 14:20:20
Miniconda2-3.19.0-Windows-x86.exe,23.2M,2015-12-17 14:20:16
Miniconda2-3.19.0-MacOSX-x86_64.sh,19.6M,2015-12-17 14:18:55
Miniconda2-3.19.0-Linux-x86.sh,23.0M,2015-12-17 14:18:08
Miniconda2-3.19.0-Linux-x86_64.sh,24.2M,2015-12-17 14:16:41
Miniconda2-3.18.9-Windows-x86_64.exe,24.2M,2015-12-10 14:22:27
Miniconda2-3.18.9-Windows-x86.exe,23.1M,2015-12-10 14:22:24
Miniconda2-3.18.8-MacOSX-x86_64.sh,19.5M,2015-12-10 14:19:16
Miniconda2-3.18.9-Linux-x86.sh,22.9M,2015-12-10 14:18:47
Miniconda2-3.18.9-Linux-x86_64.sh,24.2M,2015-12-10 14:18:08
Miniconda2-3.18.3-Windows-x86_64.exe,21.7M,2015-11-03 13:24:44
Miniconda2-3.18.3-Windows-x86.exe,20.4M,2015-11-03 13:24:36
Miniconda2-3.18.3-MacOSX-x86_64.sh,17.7M,2015-11-03 11:30:20
Miniconda2-3.18.3-Linux-x86.sh,21.2M,2015-11-03 11:29:32
Miniconda2-3.18.3-Linux-x86_64.sh,22.4M,2015-11-03 11:28:58
Miniconda-latest-Linux-armv7l.sh,19.8M,2015-08-24 12:34:00
index.json,2,2019-07-22 15:19:22
Miniconda-3.16.0-Windows-x86_64.exe,34.8M,2015-08-24 13:38:02
Miniconda-3.16.0-Windows-x86.exe,31.7M,2015-08-24 13:37:57
Miniconda-3.16.0-MacOSX-x86_64.sh,18.4M,2015-08-24 13:36:10
Miniconda-3.16.0-Linux-x86.sh,22.3M,2015-08-24 13:35:28
Miniconda-3.16.0-Linux-x86_64.sh,23.0M,2015-08-24 13:34:47
Miniconda-3.16.0-MacOSX-x86.sh,18.3M,2015-08-24 13:34:39
Miniconda-3.16.0-Linux-ppc64le.sh,23.0M,2015-08-24 12:20:06
Miniconda-3.16.0-Linux-armv7l.sh,19.8M,2015-08-24 11:01:14
Miniconda-3.10.1-Windows-x86_64.exe,33.7M,2015-04-15 17:01:10
Miniconda-3.10.1-Windows-x86.exe,31.0M,2015-04-15 16:59:47
Miniconda-3.10.1-MacOSX-x86_64.sh,17.9M,2015-04-15 16:55:49
Miniconda-3.10.1-Linux-x86.sh,21.9M,2015-04-15 16:54:01
Miniconda-3.10.1-Linux-x86_64.sh,22.7M,2015-04-15 16:51:55
Miniconda-3.9.1-Windows-x86_64.exe,33.6M,2015-02-25 11:31:34
Miniconda-3.9.1-Windows-x86.exe,30.9M,2015-02-25 11:31:26
Miniconda-3.9.1-MacOSX-x86_64.sh,18.0M,2015-02-25 11:29:20
Miniconda-3.9.1-Linux-x86.sh,21.4M,2015-02-25 11:28:41
Miniconda-3.9.1-Linux-x86_64.sh,22.4M,2015-02-25 11:27:32
Miniconda-3.8.3-Windows-x86_64.exe,33.6M,2015-01-28 11:43:01
Miniconda-3.8.3-Windows-x86.exe,30.9M,2015-01-28 11:42:52
Miniconda-3.8.3-MacOSX-x86_64.sh,17.9M,2015-01-28 11:39:07
Miniconda-3.8.3-Linux-x86.sh,21.4M,2015-01-28 11:38:41
Miniconda-3.8.3-Linux-x86_64.sh,22.4M,2015-01-28 11:38:13
Miniconda-3.7.3-Windows-x86_64.exe,31.9M,2014-11-21 16:24:26
Miniconda-3.7.3-Windows-x86.exe,29.2M,2014-11-21 16:24:15
Miniconda-3.7.3-MacOSX-x86_64.sh,16.3M,2014-11-21 16:22:02
Miniconda-3.7.3-Linux-x86.sh,19.7M,2014-11-21 16:21:37
Miniconda-3.7.3-Linux-x86_64.sh,20.7M,2014-11-21 16:21:25
Miniconda-3.7.0-Windows-x86_64.exe,31.9M,2014-09-22 14:59:25
Miniconda-3.7.0-Windows-x86.exe,29.2M,2014-09-22 14:59:14
Miniconda-3.7.0-MacOSX-x86_64.sh,16.3M,2014-09-22 14:57:39
Miniconda-3.7.0-Linux-x86.sh,19.7M,2014-09-22 14:57:28
Miniconda-3.7.0-Linux-x86_64.sh,20.7M,2014-09-22 14:57:18
Miniconda-3.6.0-Windows-x86_64.exe,31.8M,2014-08-11 14:30:40
Miniconda-3.6.0-Windows-x86.exe,29.2M,2014-08-11 14:30:31
Miniconda-3.6.0-MacOSX-x86_64.sh,16.1M,2014-08-11 14:29:43
Miniconda-3.6.0-Linux-x86.sh,19.0M,2014-08-11 14:28:04
Miniconda-3.6.0-Linux-x86_64.sh,19.8M,2014-08-11 14:25:23
Miniconda-3.5.5-Windows-x86_64.exe,31.7M,2014-06-27 15:50:30
Miniconda-3.5.5-Windows-x86.exe,29.1M,2014-06-27 15:50:20
Miniconda-3.5.5-Linux-armv6l.sh,14.7M,2014-06-16 14:54:53
Miniconda-3.5.5-MacOSX-x86_64.sh,16.2M,2014-06-11 11:55:35
Miniconda-3.5.5-Linux-x86.sh,18.9M,2014-06-11 11:54:56
Miniconda-3.5.5-Linux-x86_64.sh,19.8M,2014-06-11 11:54:24
Miniconda-3.5.2-Windows-x86_64.exe,31.1M,2014-05-28 16:08:59
Miniconda-3.5.2-Windows-x86.exe,28.6M,2014-05-28 16:08:49
Miniconda-3.5.2-MacOSX-x86_64.sh,16.1M,2014-05-28 16:07:13
Miniconda-3.5.2-Linux-x86.sh,18.8M,2014-05-28 16:06:50
Miniconda-3.5.2-Linux-x86_64.sh,19.7M,2014-05-28 16:06:33
